,Count,Hour,Temp,Humidity,Wind,Visibility,DewTemp,SolarRad,Rainfall,Snowfall,Seasons,Holiday,FuncDay,Day,WeekDay,Month,Year
5162,555.0,2.0,25.1,82.0,0.2,2000.0,21.8,0.0,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5163,372.0,3.0,24.9,83.0,0.2,1857.0,21.8,0.0,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5164,234.0,4.0,24.7,82.0,0.3,2000.0,21.4,0.0,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5165,316.0,5.0,24.2,86.0,0.2,2000.0,21.7,0.0,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5166,747.0,6.0,24.0,84.0,0.1,1969.0,21.1,0.05,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5167,1450.0,7.0,24.6,78.0,0.5,2000.0,20.5,0.33,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5168,2215.0,8.0,26.4,64.0,0.5,1909.0,19.0,1.33,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5169,1191.0,9.0,27.4,68.0,0.5,1941.0,20.9,1.31,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5170,831.0,10.0,28.5,65.0,1.5,1519.0,21.2,1.74,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5171,941.0,11.0,30.0,60.0,2.3,1861.0,21.3,2.61,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5172,1021.0,12.0,30.5,58.0,2.5,1741.0,21.2,2.26,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5173,1007.0,13.0,31.0,60.0,2.6,1657.0,22.3,2.75,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5174,1005.0,14.0,31.3,58.0,3.0,1479.0,22.0,2.46,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5175,1038.0,15.0,31.1,57.0,3.7,1912.0,21.5,2.03,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5176,1306.0,16.0,31.6,57.0,2.7,1882.0,22.0,2.19,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5177,1856.0,17.0,31.2,56.0,3.4,1943.0,21.3,1.82,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5178,3080.0,18.0,30.0,60.0,2.5,1933.0,21.3,0.99,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5179,2637.0,19.0,28.2,64.0,2.8,1978.0,20.7,0.5,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5180,2415.0,20.0,27.1,67.0,2.9,1949.0,20.4,0.06,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5181,2274.0,21.0,26.2,70.0,2.2,1908.0,20.2,0.0,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5182,2091.0,22.0,25.1,73.0,2.5,1808.0,19.9,0.0,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5183,1432.0,23.0,24.7,74.0,1.4,1596.0,19.7,0.0,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018
5184,1078.0,0.0,24.2,77.0,1.8,1365.0,19.9,0.0,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5185,846.0,1.0,23.9,79.0,1.7,1121.0,20.0,0.0,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5186,568.0,2.0,23.6,80.0,1.5,879.0,19.9,0.0,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5187,376.0,3.0,23.5,81.0,0.9,878.0,20.0,0.0,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5188,267.0,4.0,23.5,80.0,0.4,924.0,19.8,0.0,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5189,326.0,5.0,23.5,80.0,0.3,838.0,19.8,0.0,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5190,438.0,6.0,23.5,80.0,0.3,768.0,19.8,0.0,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5191,828.0,7.0,23.5,90.0,0.5,445.0,21.7,0.05,0.5,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5192,1836.0,8.0,23.6,93.0,0.9,308.0,22.3,0.21,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5193,1112.0,9.0,24.2,84.0,0.9,632.0,21.3,0.49,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5194,827.0,10.0,25.6,75.0,1.1,1028.0,20.8,1.22,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5195,890.0,11.0,26.3,71.0,1.1,1340.0,20.6,0.86,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5196,996.0,12.0,27.0,68.0,1.1,1744.0,20.5,1.2,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5197,929.0,13.0,28.1,67.0,1.1,1772.0,21.3,1.43,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5198,933.0,14.0,28.3,67.0,3.0,1242.0,21.5,1.73,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5199,1011.0,15.0,28.8,66.0,0.9,1806.0,21.8,1.55,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5200,1105.0,16.0,28.2,71.0,1.7,2000.0,22.4,0.96,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5201,1381.0,17.0,27.3,76.0,0.9,1971.0,22.6,0.52,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5202,2594.0,18.0,26.8,71.0,1.2,2000.0,21.0,0.21,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5203,2309.0,19.0,26.7,69.0,1.4,2000.0,20.5,0.36,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5204,2122.0,20.0,25.8,68.0,1.4,2000.0,19.4,0.09,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5205,2063.0,21.0,25.2,67.0,1.5,2000.0,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5206,1941.0,22.0,24.4,67.0,1.6,2000.0,17.8,0.0,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5207,1406.0,23.0,23.9,66.0,1.5,2000.0,17.1,0.0,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018
5208,1075.0,0.0,23.5,65.0,1.9,2000.0,16.5,0.0,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5209,839.0,1.0,23.1,66.0,1.6,2000.0,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5210,558.0,2.0,22.8,65.0,1.8,2000.0,15.8,0.0,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5211,403.0,3.0,22.6,66.0,1.5,2000.0,15.9,0.0,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5212,273.0,4.0,22.6,66.0,0.9,2000.0,15.9,0.0,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5213,311.0,5.0,22.5,66.0,1.5,2000.0,15.8,0.0,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5214,723.0,6.0,22.4,65.0,1.6,2000.0,15.4,0.01,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5215,1449.0,7.0,22.6,63.0,1.3,2000.0,15.1,0.21,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5216,2273.0,8.0,23.2,60.0,1.7,2000.0,14.9,0.58,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5217,1318.0,9.0,23.3,61.0,1.7,2000.0,15.3,0.8,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5218,998.0,10.0,23.7,59.0,1.7,2000.0,15.2,0.89,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5219,1024.0,11.0,23.9,59.0,2.1,2000.0,15.3,1.08,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5220,1216.0,12.0,25.7,57.0,1.9,2000.0,16.5,2.32,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5221,1210.0,13.0,26.2,53.0,2.1,2000.0,15.8,2.23,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5222,1209.0,14.0,27.0,52.0,2.1,2000.0,16.2,2.51,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5223,1346.0,15.0,26.9,51.0,2.0,2000.0,15.9,1.95,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5224,1635.0,16.0,26.6,54.0,2.3,2000.0,16.5,1.24,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5225,2282.0,17.0,26.6,52.0,2.2,2000.0,15.9,1.02,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5226,3196.0,18.0,25.9,52.0,2.1,2000.0,15.2,0.57,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5227,2557.0,19.0,25.0,52.0,2.2,2000.0,14.4,0.37,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5228,2223.0,20.0,23.8,55.0,2.3,2000.0,14.2,0.05,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5229,2183.0,21.0,23.1,54.0,2.1,2000.0,13.2,0.0,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5230,1917.0,22.0,22.5,54.0,2.1,2000.0,12.7,0.0,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5231,1458.0,23.0,22.0,55.0,1.7,2000.0,12.5,0.0,0.0,0.0,Summer,No Holiday,Yes,6,Friday,July,2018
5232,1191.0,0.0,21.5,56.0,1.8,2000.0,12.3,0.0,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5233,1079.0,1.0,21.1,57.0,2.0,2000.0,12.2,0.0,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5234,760.0,2.0,20.7,58.0,1.5,2000.0,12.1,0.0,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5235,545.0,3.0,20.4,59.0,1.0,2000.0,12.1,0.0,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5236,331.0,4.0,20.0,63.0,1.8,2000.0,12.7,0.0,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5237,273.0,5.0,19.8,63.0,1.4,2000.0,12.5,0.0,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5238,396.0,6.0,19.5,61.0,1.5,2000.0,11.7,0.03,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5239,567.0,7.0,19.6,57.0,1.6,2000.0,10.8,0.42,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5240,832.0,8.0,21.2,52.0,1.6,1998.0,10.9,1.2,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5241,1009.0,9.0,22.6,51.0,1.7,2000.0,11.9,1.87,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5242,1050.0,10.0,24.0,49.0,1.7,2000.0,12.6,2.48,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5243,1129.0,11.0,25.0,48.0,1.5,1986.0,13.2,2.95,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5244,1328.0,12.0,26.4,47.0,1.7,2000.0,14.1,3.26,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5245,1399.0,13.0,27.5,43.0,2.0,2000.0,13.7,3.41,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5246,1430.0,14.0,28.3,43.0,1.6,1941.0,14.5,3.33,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5247,1579.0,15.0,28.7,42.0,1.3,2000.0,14.5,2.98,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5248,1764.0,16.0,28.9,44.0,1.6,1998.0,15.4,2.2,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5249,2020.0,17.0,28.9,45.0,1.4,2000.0,15.7,1.89,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5250,2238.0,18.0,27.8,48.0,1.2,2000.0,15.7,0.91,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5251,2352.0,19.0,26.1,51.0,1.4,2000.0,15.1,0.32,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5252,2232.0,20.0,24.6,51.0,1.7,2000.0,13.7,0.07,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5253,2235.0,21.0,23.4,52.0,1.4,2000.0,12.9,0.0,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5254,1921.0,22.0,22.6,51.0,1.7,2000.0,11.9,0.0,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5255,1416.0,23.0,21.7,51.0,1.7,2000.0,11.1,0.0,0.0,0.0,Summer,No Holiday,Yes,7,Saturday,July,2018
5256,1208.0,0.0,20.7,51.0,1.7,2000.0,10.1,0.0,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5257,946.0,1.0,19.9,52.0,1.6,2000.0,9.7,0.0,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5258,648.0,2.0,19.3,54.0,1.4,2000.0,9.7,0.0,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5259,460.0,3.0,18.8,56.0,1.2,2000.0,9.8,0.0,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5260,277.0,4.0,18.4,57.0,1.1,2000.0,9.7,0.0,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5261,253.0,5.0,18.1,57.0,1.4,2000.0,9.4,0.0,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5262,267.0,6.0,17.8,58.0,1.1,2000.0,9.4,0.04,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5263,410.0,7.0,18.2,54.0,1.2,2000.0,8.7,0.42,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5264,684.0,8.0,19.1,53.0,1.7,1952.0,9.2,0.8,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5265,787.0,9.0,20.8,51.0,1.5,1973.0,10.2,1.65,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5266,867.0,10.0,22.5,48.0,1.6,1940.0,10.9,2.33,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5267,1053.0,11.0,23.8,47.0,2.1,2000.0,11.8,2.59,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5268,1237.0,12.0,25.0,46.0,1.9,1943.0,12.5,2.93,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5269,1442.0,13.0,26.1,45.0,1.8,2000.0,13.2,3.33,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5270,1517.0,14.0,27.1,41.0,1.4,1941.0,12.7,3.24,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5271,1693.0,15.0,27.6,37.0,1.9,2000.0,11.5,2.58,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5272,2070.0,16.0,27.9,39.0,1.2,2000.0,12.6,2.16,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5273,2266.0,17.0,27.4,44.0,1.7,2000.0,14.0,1.17,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5274,2351.0,18.0,26.7,48.0,1.0,2000.0,14.7,0.53,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5275,2272.0,19.0,26.3,51.0,1.7,2000.0,15.3,0.18,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5276,2348.0,20.0,25.7,53.0,1.3,2000.0,15.3,0.03,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5277,2055.0,21.0,25.3,55.0,1.4,2000.0,15.6,0.0,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5278,1717.0,22.0,25.0,57.0,1.0,2000.0,15.8,0.0,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5279,1252.0,23.0,24.6,60.0,2.6,2000.0,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018
5280,900.0,0.0,24.2,61.0,1.7,2000.0,16.1,0.0,0.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5281,554.0,1.0,23.7,64.0,0.8,2000.0,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5282,387.0,2.0,22.7,63.0,0.9,2000.0,15.2,0.0,0.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5283,285.0,3.0,21.9,63.0,1.3,2000.0,14.5,0.0,0.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5284,206.0,4.0,21.4,63.0,1.5,2000.0,14.0,0.0,0.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5285,301.0,5.0,21.1,64.0,1.5,2000.0,14.0,0.0,0.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5286,486.0,6.0,21.0,64.0,1.0,2000.0,13.9,0.03,0.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5287,451.0,7.0,20.9,66.0,1.4,2000.0,14.3,0.1,0.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5288,670.0,8.0,20.7,73.0,0.8,2000.0,15.6,0.3,0.2,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5289,575.0,9.0,21.1,72.0,1.0,1982.0,15.8,0.52,0.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5290,217.0,10.0,21.1,73.0,1.2,1957.0,16.0,0.4,0.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5291,186.0,11.0,20.6,82.0,1.0,2000.0,17.4,0.29,0.3,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5292,71.0,12.0,20.7,83.0,0.6,1244.0,17.7,0.32,0.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5293,99.0,13.0,20.3,87.0,1.0,771.0,18.0,0.31,0.5,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5294,110.0,14.0,20.2,89.0,1.0,1854.0,18.3,0.27,0.5,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5295,59.0,15.0,20.3,90.0,0.9,1356.0,18.5,0.34,0.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5296,68.0,16.0,20.2,91.0,1.2,1637.0,18.6,0.42,1.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5297,104.0,17.0,20.3,93.0,1.4,1684.0,19.1,0.32,1.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5298,140.0,18.0,20.3,93.0,1.3,1832.0,19.1,0.22,0.5,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5299,68.0,19.0,20.4,94.0,1.1,1769.0,19.3,0.14,0.5,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5300,48.0,20.0,20.3,95.0,0.8,1372.0,19.4,0.02,1.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5301,95.0,21.0,20.3,96.0,1.0,1007.0,19.6,0.0,1.5,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5302,71.0,22.0,20.4,96.0,1.1,1641.0,19.7,0.0,0.5,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5303,40.0,23.0,20.4,96.0,0.6,1137.0,19.7,0.0,1.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018
5304,29.0,0.0,20.4,97.0,0.3,183.0,19.9,0.0,5.5,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5305,39.0,1.0,20.4,97.0,0.3,193.0,19.9,0.0,8.5,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5306,84.0,2.0,20.5,98.0,0.5,596.0,20.1,0.0,6.5,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5307,136.0,3.0,20.6,98.0,0.8,1986.0,20.2,0.0,0.5,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5308,133.0,4.0,20.6,97.0,0.5,1989.0,20.1,0.0,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5309,174.0,5.0,20.6,97.0,0.6,2000.0,20.1,0.0,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5310,534.0,6.0,20.7,97.0,0.9,2000.0,20.2,0.02,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5311,1209.0,7.0,21.1,95.0,0.4,2000.0,20.2,0.14,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5312,2017.0,8.0,21.7,89.0,0.5,2000.0,19.8,0.31,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5313,1061.0,9.0,22.3,86.0,1.0,2000.0,19.8,0.42,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5314,768.0,10.0,22.6,85.0,0.9,1996.0,19.9,0.38,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5315,909.0,11.0,23.2,82.0,1.1,1991.0,19.9,0.47,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5316,1035.0,12.0,24.1,80.0,0.8,2000.0,20.4,0.72,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5317,1074.0,13.0,25.2,77.0,1.2,1951.0,20.8,1.06,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5318,1142.0,14.0,25.5,77.0,0.8,1957.0,21.1,0.75,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5319,1169.0,15.0,25.7,77.0,0.5,1875.0,21.3,0.48,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5320,1462.0,16.0,26.3,74.0,0.7,1580.0,21.2,0.52,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5321,1603.0,17.0,26.5,76.0,1.0,1400.0,21.9,0.36,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5322,1665.0,18.0,26.2,82.0,0.4,1408.0,22.8,0.21,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5323,794.0,19.0,25.7,83.0,1.1,1011.0,22.5,0.08,0.5,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5324,908.0,20.0,25.3,89.0,0.3,745.0,23.3,0.0,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5325,1352.0,21.0,25.1,86.0,0.3,870.0,22.5,0.0,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5326,971.0,22.0,25.0,86.0,0.5,796.0,22.4,0.0,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5327,373.0,23.0,24.9,87.0,0.5,658.0,22.5,0.0,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018
5328,240.0,0.0,24.6,96.0,0.7,308.0,23.9,0.0,0.5,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5329,240.0,1.0,24.6,96.0,0.5,443.0,23.9,0.0,0.5,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5330,236.0,2.0,24.5,96.0,0.5,476.0,23.8,0.0,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5331,157.0,3.0,24.5,97.0,0.8,263.0,23.9,0.0,0.5,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5332,71.0,4.0,24.5,97.0,1.0,317.0,23.9,0.0,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5333,76.0,5.0,24.5,97.0,0.5,229.0,23.9,0.0,0.5,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5334,187.0,6.0,24.5,97.0,0.1,290.0,23.9,0.0,0.5,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5335,303.0,7.0,24.6,97.0,0.3,180.0,24.0,0.07,0.5,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5336,827.0,8.0,25.1,97.0,0.8,490.0,24.5,0.26,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5337,634.0,9.0,25.6,96.0,0.6,450.0,24.9,0.41,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5338,581.0,10.0,26.3,91.0,0.6,749.0,24.7,0.63,0.5,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5339,792.0,11.0,27.2,82.0,0.9,1093.0,23.8,0.93,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5340,964.0,12.0,28.1,73.0,2.1,1326.0,22.7,0.87,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5341,991.0,13.0,28.7,69.0,2.6,1546.0,22.4,1.02,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5342,1052.0,14.0,29.2,67.0,2.8,1725.0,22.4,1.13,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5343,1106.0,15.0,29.4,68.0,2.3,1525.0,22.8,1.29,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5344,1344.0,16.0,28.7,70.0,3.2,1586.0,22.6,0.73,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5345,1923.0,17.0,28.7,71.0,2.9,1666.0,22.9,0.71,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5346,2931.0,18.0,28.4,75.0,2.4,1564.0,23.5,0.52,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5347,2328.0,19.0,28.2,72.0,1.6,1745.0,22.6,0.13,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5348,2048.0,20.0,27.7,76.0,1.8,1727.0,23.0,0.04,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5349,1936.0,21.0,27.3,78.0,1.2,1606.0,23.1,0.0,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5350,1870.0,22.0,27.1,79.0,1.2,1578.0,23.1,0.0,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5351,1298.0,23.0,26.9,79.0,0.1,1541.0,22.9,0.0,0.0,0.0,Summer,No Holiday,Yes,11,Wednesday,July,2018
5352,938.0,0.0,26.7,79.0,0.9,1590.0,22.7,0.0,0.0,0.0,Summer,No Holiday,Yes,12,Thursday,July,2018
5353,787.0,1.0,26.6,80.0,0.0,1485.0,22.8,0.0,0.0,0.0,Summer,No Holiday,Yes,12,Thursday,July,2018
5354,517.0,2.0,26.3,84.0,0.3,1361.0,23.3,0.0,0.0,0.0,Summer,No Holiday,Yes,12,Thursday,July,2018
5355,322.0,3.0,26.2,83.0,0.3,1294.0,23.0,0.0,0.0,0.0,Summer,No Holiday,Yes,12,Thursday,July,2018
5356,159.0,4.0,26.1,85.0,0.6,1081.0,23.3,0.0,0.0,0.0,Summer,No Holiday,Yes,12,Thursday,July,2018
5357,231.0,5.0,25.9,91.0,0.4,872.0,24.3,0.0,0.5,0.0,Summer,No Holiday,Yes,12,Thursday,July,2018
5358,593.0,6.0,25.6,93.0,1.1,852.0,24.3,0.01,0.0,0.0,Summer,No Holiday,Yes,12,Thursday,July,2018
