,Hour,Temp,Humidity,Wind,Visibility,DewTemp,SolarRad,Rainfall,Snowfall,Seasons,Holiday,FuncDay,Day,WeekDay,Month,Year,RentalCount
3718,22.0,12.7,55.0,2.0,1775.0,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,4,Friday,May,2018,1256.0
972,12.0,-5.6,44.0,4.5,1830.0,-15.9,1.1,0.0,0.5,Winter,No Holiday,Yes,10,Wednesday,January,2018,217.0
6946,10.0,22.9,74.0,1.3,1162.0,18.0,0.84,0.0,0.0,Autumn,No Holiday,Yes,16,Sunday,September,2018,813.0
719,23.0,1.4,92.0,1.9,73.0,0.2,0.0,0.0,0.0,Winter,No Holiday,Yes,30,Saturday,December,2017,42.0
8250,18.0,12.3,69.0,2.1,623.0,6.7,0.01,0.0,0.0,Autumn,No Holiday,No,9,Friday,November,2018,0.0
3896,8.0,12.0,87.0,1.0,296.0,9.8,0.1,1.0,0.0,Spring,No Holiday,Yes,12,Saturday,May,2018,20.0
2803,19.0,15.0,67.0,2.6,452.0,8.9,0.07,0.0,0.0,Spring,No Holiday,Yes,27,Tuesday,March,2018,1020.0
2566,22.0,7.0,55.0,2.7,1041.0,-1.4,0.0,0.0,0.0,Spring,No Holiday,Yes,17,Saturday,March,2018,562.0
4025,17.0,22.7,96.0,0.4,249.0,22.0,0.11,2.5,0.0,Spring,No Holiday,Yes,17,Thursday,May,2018,131.0
32,8.0,-4.2,79.0,2.1,1436.0,-7.3,0.01,0.0,0.0,Winter,No Holiday,Yes,2,Saturday,December,2017,219.0
6423,15.0,28.1,53.0,4.5,1953.0,17.6,1.6,0.0,0.0,Summer,No Holiday,Yes,25,Saturday,August,2018,1516.0
7632,0.0,12.6,78.0,1.3,1427.0,8.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,15,Monday,October,2018,638.0
4063,7.0,11.4,0.0,1.4,2000.0,4.5,0.46,0.0,0.0,Spring,No Holiday,Yes,19,Saturday,May,2018,436.0
7488,0.0,12.6,54.0,0.2,2000.0,3.5,0.0,0.0,0.0,Autumn,Holiday,No,9,Tuesday,October,2018,0.0
1697,17.0,4.8,38.0,3.0,1582.0,-8.3,0.47,0.0,0.0,Winter,No Holiday,Yes,9,Friday,February,2018,422.0
2792,8.0,9.3,62.0,0.6,519.0,2.3,0.25,0.0,0.0,Spring,No Holiday,Yes,27,Tuesday,March,2018,1201.0
2222,14.0,14.4,14.0,1.4,1833.0,-12.8,2.66,0.0,0.0,Spring,No Holiday,Yes,3,Saturday,March,2018,1025.0
3764,20.0,17.6,77.0,1.2,2000.0,13.5,0.01,0.0,0.0,Spring,No Holiday,Yes,6,Sunday,May,2018,1526.0
3866,2.0,12.1,85.0,1.4,321.0,9.6,0.0,0.0,0.0,Spring,No Holiday,Yes,11,Friday,May,2018,378.0
7028,20.0,22.6,67.0,0.3,1737.0,16.1,0.0,0.0,0.0,Autumn,No Holiday,No,19,Wednesday,September,2018,0.0
7471,7.0,9.2,72.0,1.0,2000.0,4.4,0.01,0.0,0.0,Autumn,No Holiday,Yes,8,Monday,October,2018,1206.0
7557,21.0,9.3,52.0,1.5,2000.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,11,Thursday,October,2018,1398.0
5410,10.0,27.8,68.0,2.1,1490.0,21.3,1.29,0.0,0.0,Summer,No Holiday,Yes,14,Saturday,July,2018,910.0
3758,14.0,17.2,85.0,1.3,2000.0,14.6,0.94,0.0,0.0,Spring,No Holiday,Yes,6,Sunday,May,2018,384.0
6206,14.0,35.3,40.0,2.0,2000.0,19.6,3.17,0.0,0.0,Summer,No Holiday,Yes,16,Thursday,August,2018,638.0
3227,11.0,8.1,94.0,1.2,802.0,7.1,0.39,0.5,0.0,Spring,No Holiday,Yes,14,Saturday,April,2018,52.0
7773,21.0,13.3,55.0,2.0,1554.0,4.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,20,Saturday,October,2018,1249.0
6531,3.0,24.1,97.0,2.5,1989.0,23.5,0.0,1.5,0.0,Summer,No Holiday,Yes,30,Thursday,August,2018,81.0
3904,16.0,13.8,97.0,0.7,196.0,13.3,0.12,1.5,0.0,Spring,No Holiday,Yes,12,Saturday,May,2018,34.0
2277,21.0,3.1,59.0,1.5,2000.0,-4.1,0.0,0.0,0.0,Spring,No Holiday,Yes,5,Monday,March,2018,533.0
6785,17.0,27.7,33.0,1.1,2000.0,9.9,1.21,0.0,0.0,Autumn,No Holiday,Yes,9,Sunday,September,2018,2201.0
1401,9.0,-7.8,41.0,1.8,1923.0,-18.7,0.17,0.0,0.0,Winter,No Holiday,Yes,28,Sunday,January,2018,104.0
739,19.0,0.0,31.0,2.2,2000.0,-15.1,0.0,0.0,0.0,Winter,Holiday,Yes,31,Sunday,December,2017,163.0
4266,18.0,23.0,36.0,2.8,1904.0,7.1,0.85,0.0,0.0,Spring,No Holiday,Yes,27,Sunday,May,2018,2267.0
8635,19.0,6.3,73.0,1.1,524.0,1.8,0.0,0.0,0.4,Autumn,No Holiday,Yes,25,Sunday,November,2018,616.0
7113,9.0,18.4,59.0,1.0,1951.0,10.2,0.86,0.0,0.0,Autumn,Holiday,Yes,23,Sunday,September,2018,534.0
3851,11.0,18.3,51.0,3.1,1015.0,7.9,2.84,0.0,0.0,Spring,No Holiday,No,10,Thursday,May,2018,0.0
8452,4.0,2.5,49.0,0.4,1988.0,-7.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,18,Sunday,November,2018,165.0
6253,13.0,31.1,30.0,1.5,2000.0,11.4,3.24,0.0,0.0,Summer,No Holiday,Yes,18,Saturday,August,2018,1003.0
4963,19.0,29.8,45.0,1.5,956.0,16.5,0.32,0.0,0.0,Summer,No Holiday,Yes,25,Monday,June,2018,2779.0
5257,1.0,19.9,52.0,1.6,2000.0,9.7,0.0,0.0,0.0,Summer,No Holiday,Yes,8,Sunday,July,2018,946.0
674,2.0,0.5,63.0,1.0,691.0,-5.7,0.0,0.0,0.0,Winter,No Holiday,Yes,29,Friday,December,2017,210.0
7327,7.0,10.4,81.0,0.3,1956.0,7.2,0.02,0.0,0.0,Autumn,No Holiday,No,2,Tuesday,October,2018,0.0
4870,22.0,22.8,67.0,2.1,1042.0,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,21,Thursday,June,2018,2179.0
3841,1.0,13.9,66.0,1.0,1960.0,7.6,0.0,0.0,0.0,Spring,No Holiday,No,10,Thursday,May,2018,0.0
1815,15.0,8.7,48.0,4.1,767.0,-1.7,1.68,0.0,0.0,Winter,No Holiday,Yes,14,Wednesday,February,2018,461.0
6470,14.0,23.3,89.0,1.5,1435.0,21.3,1.23,0.5,0.0,Summer,No Holiday,Yes,27,Monday,August,2018,231.0
8617,1.0,2.7,86.0,1.0,460.0,0.5,0.0,0.0,2.9,Autumn,No Holiday,Yes,25,Sunday,November,2018,370.0
7926,6.0,7.4,66.0,2.3,2000.0,1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,27,Saturday,October,2018,197.0
4653,21.0,20.6,70.0,1.8,1986.0,14.9,0.0,0.0,0.0,Summer,No Holiday,Yes,12,Tuesday,June,2018,2505.0
5579,11.0,32.9,45.0,2.1,1020.0,19.3,2.72,0.0,0.0,Summer,No Holiday,Yes,21,Saturday,July,2018,676.0
2100,12.0,6.9,28.0,1.1,1301.0,-10.3,2.35,0.0,0.0,Winter,No Holiday,Yes,26,Monday,February,2018,428.0
7811,11.0,16.7,37.0,0.7,1074.0,1.9,1.74,0.0,0.0,Autumn,No Holiday,Yes,22,Monday,October,2018,941.0
2101,13.0,8.1,26.0,1.2,1422.0,-10.2,2.48,0.0,0.0,Winter,No Holiday,Yes,26,Monday,February,2018,444.0
4213,13.0,25.6,26.0,2.7,1747.0,4.6,3.36,0.0,0.0,Spring,No Holiday,Yes,25,Friday,May,2018,1106.0
8204,20.0,13.3,77.0,1.6,833.0,9.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,7,Wednesday,November,2018,1062.0
1548,12.0,-6.0,38.0,3.4,1930.0,-18.0,2.04,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018,192.0
4898,2.0,22.3,37.0,1.8,2000.0,6.8,0.0,0.0,0.0,Summer,No Holiday,Yes,23,Saturday,June,2018,818.0
3323,11.0,15.5,22.0,1.4,1762.0,-6.1,2.82,0.0,0.0,Spring,No Holiday,Yes,18,Wednesday,April,2018,845.0
6378,18.0,30.6,55.0,2.3,2000.0,20.5,0.11,0.0,0.0,Summer,No Holiday,Yes,23,Thursday,August,2018,1447.0
355,19.0,0.6,41.0,1.2,1550.0,-11.1,0.0,0.0,0.0,Winter,No Holiday,Yes,15,Friday,December,2017,451.0
1461,21.0,-1.6,91.0,1.3,508.0,-2.8,0.0,1.5,3.5,Winter,No Holiday,Yes,30,Tuesday,January,2018,60.0
8211,3.0,11.8,86.0,1.6,1819.0,9.5,0.0,0.5,0.0,Autumn,No Holiday,Yes,8,Thursday,November,2018,78.0
3220,4.0,10.3,72.0,1.0,2000.0,5.4,0.0,0.8,0.0,Spring,No Holiday,Yes,14,Saturday,April,2018,39.0
7194,18.0,22.1,45.0,1.5,2000.0,9.6,0.27,0.0,0.0,Autumn,No Holiday,Yes,26,Wednesday,September,2018,2339.0
7170,18.0,21.6,37.0,1.0,2000.0,6.2,0.24,0.0,0.0,Autumn,Holiday,Yes,25,Tuesday,September,2018,1885.0
1751,23.0,-7.0,49.0,3.4,1984.0,-15.9,0.0,0.0,0.0,Winter,No Holiday,Yes,11,Sunday,February,2018,91.0
6912,0.0,21.8,83.0,1.5,2000.0,18.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,15,Saturday,September,2018,906.0
7367,23.0,16.1,63.0,0.6,2000.0,9.0,0.0,0.0,0.0,Autumn,Holiday,Yes,3,Wednesday,October,2018,1033.0
1772,20.0,-4.7,55.0,1.7,2000.0,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes,12,Monday,February,2018,244.0
1196,20.0,1.2,51.0,0.6,1544.0,-7.8,0.0,0.0,0.0,Winter,No Holiday,Yes,19,Friday,January,2018,342.0
1878,6.0,-6.2,32.0,2.5,2000.0,-20.2,0.0,0.0,0.0,Winter,Holiday,Yes,17,Saturday,February,2018,39.0
2668,4.0,1.3,87.0,2.2,937.0,-0.6,0.0,0.0,0.0,Spring,No Holiday,Yes,22,Thursday,March,2018,75.0
3171,3.0,7.8,49.0,1.4,1972.0,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,12,Thursday,April,2018,182.0
2016,0.0,1.7,86.0,2.7,54.0,-0.3,0.0,0.4,0.4,Winter,No Holiday,Yes,23,Friday,February,2018,42.0
2005,13.0,4.5,51.0,3.8,1108.0,-4.7,1.08,0.0,0.0,Winter,No Holiday,Yes,22,Thursday,February,2018,316.0
3893,5.0,15.0,61.0,1.2,903.0,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,12,Saturday,May,2018,70.0
3237,21.0,9.1,76.0,3.5,1113.0,5.0,0.0,0.0,0.0,Spring,No Holiday,Yes,14,Saturday,April,2018,633.0
4424,8.0,20.3,47.0,1.5,1785.0,8.6,1.05,0.0,0.0,Summer,No Holiday,Yes,3,Sunday,June,2018,659.0
4744,16.0,28.3,41.0,2.6,1852.0,13.7,2.58,0.0,0.0,Summer,No Holiday,Yes,16,Saturday,June,2018,1991.0
2078,14.0,7.0,23.0,2.4,1645.0,-12.7,2.52,0.0,0.0,Winter,No Holiday,Yes,25,Sunday,February,2018,572.0
396,12.0,-4.9,25.0,2.6,1966.0,-21.9,1.08,0.0,0.0,Winter,No Holiday,Yes,17,Sunday,December,2017,216.0
2788,4.0,7.8,70.0,0.3,395.0,2.6,0.0,0.0,0.0,Spring,No Holiday,Yes,27,Tuesday,March,2018,95.0
6389,5.0,24.6,88.0,1.5,1967.0,22.4,0.0,0.5,0.0,Summer,No Holiday,Yes,24,Friday,August,2018,45.0
4072,16.0,24.5,34.0,1.5,2000.0,7.5,2.54,0.0,0.0,Spring,No Holiday,Yes,19,Saturday,May,2018,2479.0
6523,19.0,23.5,97.0,0.3,323.0,22.9,0.0,6.5,0.0,Summer,No Holiday,Yes,29,Wednesday,August,2018,24.0
5522,2.0,24.8,80.0,1.5,888.0,21.1,0.0,0.0,0.0,Summer,No Holiday,Yes,19,Thursday,July,2018,591.0
1519,7.0,-7.4,62.0,1.5,1909.0,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018,267.0
6240,0.0,24.5,48.0,1.2,2000.0,12.7,0.0,0.0,0.0,Summer,No Holiday,Yes,18,Saturday,August,2018,1191.0
1378,10.0,-12.3,35.0,0.6,1497.0,-24.6,0.6,0.0,0.3,Winter,No Holiday,Yes,27,Saturday,January,2018,96.0
1023,15.0,-6.5,26.0,2.4,1987.0,-22.8,0.96,0.0,0.0,Winter,No Holiday,Yes,12,Friday,January,2018,177.0
2587,19.0,10.0,53.0,1.7,796.0,0.8,0.01,0.0,0.0,Spring,No Holiday,Yes,18,Sunday,March,2018,237.0
5828,20.0,33.5,50.0,2.1,2000.0,21.6,0.04,0.0,0.0,Summer,No Holiday,Yes,31,Tuesday,July,2018,1772.0
2857,1.0,11.4,77.0,0.7,466.0,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,30,Friday,March,2018,401.0
8459,11.0,7.6,35.0,0.8,1695.0,-6.9,1.25,0.0,0.0,Autumn,No Holiday,Yes,18,Sunday,November,2018,645.0
5464,16.0,33.3,46.0,3.1,1914.0,20.1,2.51,0.0,0.0,Summer,No Holiday,Yes,16,Monday,July,2018,818.0
1629,21.0,-10.6,39.0,3.1,2000.0,-21.9,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018,175.0
4888,16.0,30.8,31.0,3.8,1246.0,11.7,2.17,0.0,0.0,Summer,No Holiday,Yes,22,Friday,June,2018,1466.0
4526,14.0,28.2,44.0,1.7,644.0,14.7,3.11,0.0,0.0,Summer,No Holiday,Yes,7,Thursday,June,2018,1116.0
3523,19.0,15.2,45.0,3.3,1138.0,3.3,0.24,0.0,0.0,Spring,No Holiday,Yes,26,Thursday,April,2018,1891.0
5935,7.0,27.5,86.0,1.8,485.0,24.9,0.03,0.4,0.0,Summer,No Holiday,Yes,5,Sunday,August,2018,223.0
3607,7.0,15.1,78.0,1.5,354.0,11.2,0.06,0.0,0.0,Spring,No Holiday,Yes,30,Monday,April,2018,1075.0
8241,9.0,10.8,78.0,2.6,1985.0,7.1,0.13,0.5,0.0,Autumn,No Holiday,No,9,Friday,November,2018,0.0
234,18.0,2.0,61.0,3.0,2000.0,-4.7,0.0,0.0,0.0,Winter,No Holiday,Yes,10,Sunday,December,2017,210.0
5916,12.0,33.2,52.0,2.5,1514.0,22.0,1.59,0.0,0.0,Summer,No Holiday,Yes,4,Saturday,August,2018,640.0
3796,4.0,15.4,63.0,1.6,2000.0,8.3,0.0,0.0,0.0,Spring,No Holiday,Yes,8,Tuesday,May,2018,155.0
4118,14.0,23.4,36.0,2.8,1947.0,7.4,3.11,0.0,0.0,Spring,No Holiday,Yes,21,Monday,May,2018,1483.0
3800,8.0,16.9,54.0,1.7,2000.0,7.5,1.08,0.0,0.0,Spring,No Holiday,Yes,8,Tuesday,May,2018,1976.0
7692,12.0,16.2,29.0,2.5,1935.0,-1.8,2.45,0.0,0.0,Autumn,No Holiday,Yes,17,Wednesday,October,2018,1088.0
6840,0.0,20.2,54.0,1.2,2000.0,10.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,12,Wednesday,September,2018,949.0
1948,4.0,-1.6,83.0,0.6,368.0,-4.1,0.0,0.0,0.0,Winter,No Holiday,Yes,20,Tuesday,February,2018,64.0
470,14.0,-0.5,44.0,1.0,1793.0,-11.2,0.71,0.0,1.7,Winter,No Holiday,Yes,20,Wednesday,December,2017,243.0
8563,19.0,3.6,48.0,2.6,2000.0,-6.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,22,Thursday,November,2018,1032.0
3492,12.0,19.4,20.0,1.1,1663.0,-4.1,3.08,0.0,0.0,Spring,No Holiday,Yes,25,Wednesday,April,2018,1192.0
2671,7.0,0.6,85.0,1.5,1321.0,-1.6,0.01,0.0,0.0,Spring,No Holiday,Yes,22,Thursday,March,2018,600.0
7724,20.0,13.8,56.0,1.9,2000.0,5.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,18,Thursday,October,2018,1528.0
2224,16.0,15.8,15.0,2.6,1867.0,-10.8,1.7,0.0,0.0,Spring,No Holiday,Yes,3,Saturday,March,2018,1285.0
1106,2.0,0.5,72.0,0.7,385.0,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes,16,Tuesday,January,2018,141.0
7645,13.0,19.7,52.0,2.1,512.0,9.5,1.83,0.0,0.0,Autumn,No Holiday,Yes,15,Monday,October,2018,1058.0
818,2.0,-7.3,57.0,2.0,1978.0,-14.3,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Thursday,January,2018,123.0
4523,11.0,23.4,62.0,1.8,603.0,15.6,2.87,0.0,0.0,Summer,No Holiday,Yes,7,Thursday,June,2018,967.0
7228,4.0,14.7,62.0,1.5,2000.0,7.4,0.0,0.0,0.0,Autumn,No Holiday,No,28,Friday,September,2018,0.0
7149,21.0,16.8,58.0,1.2,2000.0,8.4,0.0,0.0,0.0,Autumn,Holiday,Yes,24,Monday,September,2018,1145.0
5419,19.0,30.4,59.0,2.4,1972.0,21.4,0.69,0.0,0.0,Summer,No Holiday,Yes,14,Saturday,July,2018,1797.0
8217,9.0,10.6,94.0,2.1,739.0,9.6,0.06,2.0,0.0,Autumn,No Holiday,Yes,8,Thursday,November,2018,56.0
888,0.0,-3.8,48.0,0.7,1574.0,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Sunday,January,2018,192.0
2437,13.0,13.6,34.0,1.8,458.0,-1.9,2.23,0.0,0.0,Spring,No Holiday,Yes,12,Monday,March,2018,588.0
817,1.0,-6.9,56.0,2.3,1994.0,-14.2,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Thursday,January,2018,150.0
3414,6.0,14.6,42.0,0.5,2000.0,1.8,0.0,0.0,0.0,Spring,No Holiday,Yes,22,Sunday,April,2018,155.0
2341,13.0,6.7,65.0,3.2,1651.0,0.5,1.76,0.0,0.0,Spring,No Holiday,Yes,8,Thursday,March,2018,405.0
7616,8.0,7.5,72.0,1.1,697.0,2.7,0.34,0.0,0.0,Autumn,No Holiday,Yes,14,Sunday,October,2018,556.0
3167,23.0,9.7,45.0,2.0,1969.0,-1.6,0.0,0.0,0.0,Spring,No Holiday,No,11,Wednesday,April,2018,0.0
6865,1.0,21.5,65.0,1.0,2000.0,14.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,13,Thursday,September,2018,736.0
6120,0.0,28.4,85.0,1.3,1406.0,25.6,0.0,0.0,0.0,Summer,No Holiday,Yes,13,Monday,August,2018,409.0
1264,16.0,2.0,87.0,1.9,140.0,0.0,0.03,0.0,0.0,Winter,No Holiday,Yes,22,Monday,January,2018,18.0
4449,9.0,23.3,37.0,0.4,1336.0,7.7,1.28,0.0,0.0,Summer,No Holiday,Yes,4,Monday,June,2018,1243.0
4045,13.0,16.7,93.0,1.0,1373.0,15.5,0.72,0.5,0.0,Spring,No Holiday,Yes,18,Friday,May,2018,509.0
7115,11.0,20.1,57.0,3.0,1929.0,11.3,1.29,0.0,0.0,Autumn,Holiday,Yes,23,Sunday,September,2018,764.0
6547,19.0,25.1,74.0,2.1,1105.0,20.1,0.0,0.5,0.0,Summer,No Holiday,Yes,30,Thursday,August,2018,1707.0
1228,4.0,-2.3,47.0,0.7,984.0,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes,21,Sunday,January,2018,73.0
5549,5.0,24.9,83.0,0.3,1207.0,21.8,0.0,0.0,0.0,Summer,No Holiday,Yes,20,Friday,July,2018,327.0
52,4.0,3.5,73.0,1.0,1060.0,-0.8,0.0,0.0,0.0,Winter,No Holiday,Yes,3,Sunday,December,2017,76.0
5589,21.0,30.2,54.0,1.8,2000.0,19.8,0.0,0.0,0.0,Summer,No Holiday,Yes,21,Saturday,July,2018,1731.0
6669,21.0,22.9,55.0,3.0,2000.0,13.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,4,Tuesday,September,2018,2212.0
159,15.0,4.0,35.0,3.1,1962.0,-10.1,0.84,0.0,0.0,Winter,No Holiday,Yes,7,Thursday,December,2017,430.0
5756,20.0,29.2,82.0,0.4,1000.0,25.8,0.01,0.0,0.0,Summer,No Holiday,Yes,28,Saturday,July,2018,1095.0
1587,3.0,-11.3,54.0,0.6,2000.0,-18.7,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018,33.0
1589,5.0,-11.6,45.0,2.4,2000.0,-21.1,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018,37.0
8015,23.0,7.7,50.0,1.0,1988.0,-2.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,30,Tuesday,October,2018,527.0
5493,21.0,27.9,69.0,1.9,1194.0,21.6,0.0,0.0,0.0,Summer,No Holiday,Yes,17,Tuesday,July,2018,2273.0
7020,12.0,24.9,51.0,1.2,1619.0,14.0,1.56,0.0,0.0,Autumn,No Holiday,No,19,Wednesday,September,2018,0.0
3858,18.0,18.0,61.0,3.5,790.0,10.3,1.05,0.0,0.0,Spring,No Holiday,No,10,Thursday,May,2018,0.0
5113,1.0,21.3,97.0,1.0,1451.0,20.7,0.0,3.0,0.0,Summer,No Holiday,Yes,2,Monday,July,2018,28.0
2828,20.0,15.2,65.0,2.2,988.0,8.6,0.0,0.0,0.0,Spring,No Holiday,Yes,28,Wednesday,March,2018,1133.0
436,4.0,-2.9,59.0,1.8,1286.0,-9.8,0.0,0.0,2.6,Winter,No Holiday,Yes,19,Tuesday,December,2017,39.0
6216,0.0,24.1,45.0,2.0,2000.0,11.4,0.0,0.0,0.0,Summer,No Holiday,Yes,17,Friday,August,2018,1109.0
3878,14.0,21.0,47.0,2.2,606.0,9.2,2.52,0.0,0.0,Spring,No Holiday,Yes,11,Friday,May,2018,1174.0
1588,4.0,-11.7,51.0,1.2,2000.0,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Monday,February,2018,20.0
2780,20.0,12.9,42.0,2.8,1047.0,0.2,0.0,0.0,0.0,Spring,No Holiday,Yes,26,Monday,March,2018,835.0
7545,9.0,8.4,49.0,2.6,2000.0,-1.7,1.17,0.0,0.0,Autumn,No Holiday,Yes,11,Thursday,October,2018,1070.0
6851,11.0,24.8,44.0,2.1,1955.0,11.7,2.55,0.0,0.0,Autumn,No Holiday,Yes,12,Wednesday,September,2018,1017.0
6832,16.0,25.5,44.0,1.4,2000.0,12.3,1.0,0.0,0.0,Autumn,No Holiday,Yes,11,Tuesday,September,2018,1527.0
4727,23.0,19.6,55.0,1.4,2000.0,10.3,0.0,0.0,0.0,Summer,No Holiday,Yes,15,Friday,June,2018,1593.0
973,13.0,-5.1,43.0,4.7,1901.0,-15.7,1.18,0.0,0.4,Winter,No Holiday,Yes,10,Wednesday,January,2018,207.0
1238,14.0,5.4,18.0,1.2,1923.0,-17.0,0.96,0.0,0.0,Winter,No Holiday,Yes,21,Sunday,January,2018,340.0
2951,23.0,16.8,70.0,0.9,1426.0,11.2,0.0,0.0,0.0,Spring,No Holiday,Yes,2,Monday,April,2018,803.0
2342,14.0,7.7,62.0,2.4,1758.0,0.8,1.64,0.0,0.0,Spring,No Holiday,Yes,8,Thursday,March,2018,452.0
5577,9.0,29.6,57.0,0.9,977.0,20.1,1.71,0.0,0.0,Summer,No Holiday,Yes,21,Saturday,July,2018,729.0
7917,21.0,10.6,70.0,2.4,2000.0,5.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,26,Friday,October,2018,542.0
1497,9.0,-7.9,50.0,0.6,1805.0,-16.5,0.23,0.0,1.6,Winter,No Holiday,Yes,1,Thursday,February,2018,259.0
4545,9.0,21.2,62.0,1.7,1384.0,13.6,1.45,0.0,0.0,Summer,No Holiday,Yes,8,Friday,June,2018,1283.0
4257,9.0,19.5,43.0,1.5,1548.0,0.0,1.02,0.0,0.0,Spring,No Holiday,Yes,27,Sunday,May,2018,762.0
2422,22.0,5.3,31.0,2.3,1842.0,-10.5,0.0,0.0,0.0,Spring,No Holiday,Yes,11,Sunday,March,2018,419.0
357,21.0,0.7,47.0,2.7,1283.0,-9.3,0.0,0.0,0.0,Winter,No Holiday,Yes,15,Friday,December,2017,300.0
7482,18.0,18.1,39.0,1.0,2000.0,3.9,0.21,0.0,0.0,Autumn,No Holiday,Yes,8,Monday,October,2018,2787.0
7982,14.0,11.3,39.0,3.7,2000.0,-2.1,1.18,0.0,0.0,Autumn,No Holiday,Yes,29,Monday,October,2018,838.0
2092,4.0,-2.3,69.0,1.1,1411.0,-7.2,0.0,0.0,0.0,Winter,No Holiday,Yes,26,Monday,February,2018,46.0
2015,23.0,2.9,63.0,2.6,1253.0,-3.4,0.0,0.0,0.0,Winter,No Holiday,Yes,22,Thursday,February,2018,202.0
7672,16.0,19.5,32.0,2.1,1436.0,2.3,1.1,0.0,0.0,Autumn,No Holiday,Yes,16,Tuesday,October,2018,1407.0
6773,5.0,16.3,66.0,0.5,2000.0,9.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,9,Sunday,September,2018,165.0
187,19.0,-3.3,35.0,1.1,2000.0,-16.6,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Friday,December,2017,477.0
6400,16.0,24.6,85.0,2.7,1973.0,21.9,0.55,0.0,0.0,Summer,No Holiday,Yes,24,Friday,August,2018,455.0
3655,7.0,17.6,94.0,0.5,166.0,16.6,0.0,1.0,0.0,Spring,No Holiday,Yes,2,Wednesday,May,2018,102.0
3426,18.0,16.1,73.0,1.3,1298.0,11.2,0.11,0.5,0.0,Spring,No Holiday,Yes,22,Sunday,April,2018,63.0
7763,11.0,16.2,39.0,1.6,1580.0,2.2,2.05,0.0,0.0,Autumn,No Holiday,Yes,20,Saturday,October,2018,1175.0
1381,13.0,-6.6,27.0,2.1,1889.0,-22.5,1.24,0.0,0.3,Winter,No Holiday,Yes,27,Saturday,January,2018,189.0
5689,1.0,27.6,79.0,1.0,1261.0,23.6,0.0,0.0,0.0,Summer,No Holiday,Yes,26,Thursday,July,2018,718.0
413,5.0,-5.3,81.0,0.9,923.0,-8.0,0.0,0.0,0.8,Winter,No Holiday,Yes,18,Monday,December,2017,27.0
4897,1.0,22.5,39.0,1.1,2000.0,7.8,0.0,0.0,0.0,Summer,No Holiday,Yes,23,Saturday,June,2018,1073.0
3336,0.0,9.8,44.0,1.4,1268.0,-1.8,0.0,0.0,0.0,Spring,No Holiday,Yes,19,Thursday,April,2018,520.0
3606,6.0,14.9,64.0,0.5,424.0,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,30,Monday,April,2018,397.0
3175,7.0,7.6,54.0,1.7,1690.0,-1.1,0.13,0.0,0.0,Spring,No Holiday,Yes,12,Thursday,April,2018,1054.0
7885,13.0,19.4,32.0,1.1,1787.0,2.2,2.31,0.0,0.0,Autumn,No Holiday,Yes,25,Thursday,October,2018,1154.0
8501,5.0,0.7,49.0,0.4,1998.0,-8.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,20,Tuesday,November,2018,141.0
5946,18.0,31.8,63.0,4.0,1849.0,23.8,0.81,0.0,0.0,Summer,No Holiday,Yes,5,Sunday,August,2018,1247.0
256,16.0,-6.0,40.0,4.0,2000.0,-17.4,0.55,0.0,0.0,Winter,No Holiday,Yes,11,Monday,December,2017,277.0
5395,19.0,29.8,68.0,2.6,1749.0,23.2,0.81,0.0,0.0,Summer,No Holiday,Yes,13,Friday,July,2018,2320.0
